file,line,function,kind,condition,paths
"src/memory/application/query.ts","173","listMemoryEvidenceIncludingRecallHistory","ternary","options.source === 'recall'","true | false"
"src/memory/application/query.ts","180","<callback>","if","options.source === 'memory' || (options.tier !== undefined && options.tier !== 'all')","true | fallthrough"
"src/memory/application/query.ts","181","<callback>","short-circuit","options.source === 'memory' || (options.tier !== undefined && options.tier !== 'all')","left determines | evaluate right"
"src/memory/application/query.ts","182","<callback>","short-circuit","options.tier !== undefined && options.tier !== 'all'","left determines | evaluate right"
"src/memory/application/query.ts","186","<callback>","short-circuit","handle ?? getDbClientByPath(dbPath)","left determines | evaluate right"
"src/memory/application/query.ts","195","<callback>","ternary","cause instanceof DecodeError","true | false"
"src/memory/application/query.ts","197","<callback>","short-circuit","databaseBusyError('list memory evidence history', cause) ?? new DatabaseQueryError({ operation: 'list memory evidence history', cause, })","left determines | evaluate right"
"src/memory/application/query.ts","214","decodeJson","catch","cause","success | failure"
"src/memory/application/query.ts","225","<callback>","if","after && (!item.createdAt || Date.parse(item.createdAt) < after)","true | fallthrough"
"src/memory/application/query.ts","225","<callback>","short-circuit","after && (!item.createdAt || Date.parse(item.createdAt) < after)","left determines | evaluate right"
"src/memory/application/query.ts","225","<callback>","short-circuit","!item.createdAt || Date.parse(item.createdAt) < after","left determines | evaluate right"
"src/memory/application/query.ts","228","<callback>","short-circuit","!options.tags?.length || options.tags.every((tag) => item.tags.includes(tag))","left determines | evaluate right"
"src/memory/application/query.ts","266","appendSummaryItems","if","items.length === 0","true | fallthrough"
"src/memory/application/query.ts","275","compareDates","short-circuit","Date.parse(left ?? '') - Date.parse(right ?? '') || 0","left determines | evaluate right"
"src/memory/application/query.ts","275","compareDates","short-circuit","left ?? ''","left determines | evaluate right"
"src/memory/application/query.ts","275","compareDates","short-circuit","right ?? ''","left determines | evaluate right"
"src/memory/application/recall-import.ts","60","<callback>","ternary","options.repoPath && options.continuumDbPath","true | false"
"src/memory/application/recall-import.ts","60","<callback>","short-circuit","options.repoPath && options.continuumDbPath","left determines | evaluate right"
"src/memory/application/recall-import.ts","61","<callback>","short-circuit","options.repoPath ?? workspace?.workspaceRoot","left determines | evaluate right"
"src/memory/application/recall-import.ts","63","<callback>","short-circuit","options.continuumDbPath ?? workspace?.continuumDbPath","left determines | evaluate right"
"src/memory/application/recall-import.ts","64","<callback>","if","!repoPath || !continuumDbPath","true | fallthrough"
"src/memory/application/recall-import.ts","64","<callback>","short-circuit","!repoPath || !continuumDbPath","left determines | evaluate right"
"src/memory/application/recall-import.ts","73","<callback>","short-circuit","options.extract ?? extractOpencodeSessions","left determines | evaluate right"
"src/memory/application/recall-import.ts","84","<callback>","short-circuit","options.repository ?? makeRecallRepository(getDbClientByPath(continuumDbPath))","left determines | evaluate right"
"src/memory/application/recall-import.ts","87","<callback>","short-circuit","options.summaryConfig ?? resolveSummaryConfig( yield* loadMemoryConfig(options.memoryDir ?? workspace?.memoryDir), )","left determines | evaluate right"
"src/memory/application/recall-import.ts","89","<callback>","short-circuit","options.memoryDir ?? workspace?.memoryDir","left determines | evaluate right"
"src/memory/application/recall-import.ts","98","<callback>","short-circuit","options.dryRun ?? false","left determines | evaluate right"
"src/memory/application/recall-import.ts","105","<callback>","loop","sessions","each | empty/done"
"src/memory/application/recall-import.ts","125","applySessionFilters","ternary","typeof limit === 'number'","true | false"
"src/memory/application/recall-import.ts","131","isAfter","short-circuit","!afterDate || typeof created !== 'number' || created >= afterDate.getTime()","left determines | evaluate right"
"src/memory/application/recall-import.ts","131","isAfter","short-circuit","!afterDate || typeof created !== 'number'","left determines | evaluate right"
"src/memory/application/recall-import.ts","138","isRecallMessage","short-circuit","message.role === 'user' || message.role === 'assistant'","left determines | evaluate right"
"src/memory/application/recall-import.ts","158","<callback>","if","existing?.fingerprint === fingerprint","true | fallthrough"
"src/memory/application/recall-import.ts","162","<callback>","if","options.dryRun","true | fallthrough"
"src/memory/application/recall-import.ts","163","<callback>","ternary","existing","true | false"
"src/memory/application/recall-import.ts","167","<callback>","if","!config","true | fallthrough"
"src/memory/application/recall-import.ts","178","<callback>","short-circuit","options.summarize ?? summarizeOpencodeSession","left determines | evaluate right"
"src/memory/application/recall-import.ts","185","<callback>","short-circuit","options.now ?? (() => new Date())","left determines | evaluate right"
"src/memory/application/recall-import.ts","186","<callback>","short-circuit","existing?.id ?? `recall_opencode_${session.session.id}`","left determines | evaluate right"
"src/memory/application/recall-import.ts","193","<callback>","short-circuit","session.session.title ?? session.session.slug ?? null","left determines | evaluate right"
"src/memory/application/recall-import.ts","193","<callback>","short-circuit","session.session.title ?? session.session.slug","left determines | evaluate right"
"src/memory/application/recall-import.ts","197","<callback>","short-circuit","existing?.firstIngestedAt ?? timestamp","left determines | evaluate right"
"src/memory/application/recall-import.ts","219","<callback>","ternary","existing","true | false"
"src/memory/application/recall-import.ts","234","fingerprintSession","short-circuit","session.session.title ?? null","left determines | evaluate right"
"src/memory/application/recall-import.ts","235","fingerprintSession","short-circuit","session.session.time?.updated ?? null","left determines | evaluate right"
"src/memory/application/recall-import.ts","248","toIso","ternary","typeof value === 'number'","true | false"
"src/memory/collectors/opencode-summary-config.ts","8","resolveSummaryConfig","if","!consolidation","true | fallthrough"
"src/memory/config.ts","87","<callback>","ternary","memoryDir","true | false"
"src/memory/config.ts","95","readConfigFile","if","!existsSync(path)","true | fallthrough"
"src/memory/config.ts","98","readConfigFile","ternary","isRecord(value)","true | false"
"src/memory/config.ts","99","readConfigFile","catch","cause","success | failure"
"src/memory/config.ts","134","resolveConsolidationConfig","ternary","isRecord(raw)","true | false"
"src/memory/config.ts","136","resolveConsolidationConfig","short-circuit","readNonEmptyString(record?.api_key) ?? environment.zenApiKey ?? environment.summaryApiKey ?? environment.consolidationApiKey ?? environment.openaiApiKey","left determines | evaluate right"
"src/memory/config.ts","136","resolveConsolidationConfig","short-circuit","readNonEmptyString(record?.api_key) ?? environment.zenApiKey ?? environment.summaryApiKey ?? environment.consolidationApiKey","left determines | evaluate right"
"src/memory/config.ts","136","resolveConsolidationConfig","short-circuit","readNonEmptyString(record?.api_key) ?? environment.zenApiKey ?? environment.summaryApiKey","left determines | evaluate right"
"src/memory/config.ts","136","resolveConsolidationConfig","short-circuit","readNonEmptyString(record?.api_key) ?? environment.zenApiKey","left determines | evaluate right"
"src/memory/config.ts","142","resolveConsolidationConfig","short-circuit","readNonEmptyString(record?.model) ?? environment.summaryModel ?? environment.consolidationModel ?? (apiKey ? DEFAULT_CONSOLIDATION_MODEL : undefined)","left determines | evaluate right"
"src/memory/config.ts","142","resolveConsolidationConfig","short-circuit","readNonEmptyString(record?.model) ?? environment.summaryModel ?? environment.consolidationModel","left determines | evaluate right"
"src/memory/config.ts","142","resolveConsolidationConfig","short-circuit","readNonEmptyString(record?.model) ?? environment.summaryModel","left determines | evaluate right"
"src/memory/config.ts","145","resolveConsolidationConfig","ternary","apiKey","true | false"
"src/memory/config.ts","146","resolveConsolidationConfig","if","!apiKey || !model","true | fallthrough"
"src/memory/config.ts","146","resolveConsolidationConfig","short-circuit","!apiKey || !model","left determines | evaluate right"
"src/memory/config.ts","150","resolveConsolidationConfig","short-circuit","readNonEmptyString(record?.api_url) ?? environment.summaryApiUrl ?? DEFAULT_CONSOLIDATION_API_URL","left determines | evaluate right"
"src/memory/config.ts","150","resolveConsolidationConfig","short-circuit","readNonEmptyString(record?.api_url) ?? environment.summaryApiUrl","left determines | evaluate right"
"src/memory/config.ts","181","optionRedacted","ternary","Option.isSome(value)","true | false"
"src/memory/config.ts","182","optionRedacted","short-circuit","readNonEmptyString(Redacted.value(value.value)) ?? undefined","left determines | evaluate right"
"src/memory/config.ts","187","optionString","short-circuit","readNonEmptyString(Option.getOrUndefined(value)) ?? undefined","left determines | evaluate right"
"src/memory/config.ts","191","readNonEmptyString","if","typeof value !== 'string'","true | fallthrough"
"src/memory/config.ts","193","readNonEmptyString","ternary","trimmed.length > 0","true | false"
"src/memory/config.ts","197","readPositiveInt","if","typeof value !== 'number' || !Number.isFinite(value)","true | fallthrough"
"src/memory/config.ts","197","readPositiveInt","short-circuit","typeof value !== 'number' || !Number.isFinite(value)","left determines | evaluate right"
"src/memory/config.ts","199","readPositiveInt","ternary","rounded > 0","true | false"
"src/memory/config.ts","203","readPositiveNumber","ternary","typeof value === 'number' && Number.isFinite(value) && value > 0","true | false"
"src/memory/config.ts","203","readPositiveNumber","short-circuit","typeof value === 'number' && Number.isFinite(value) && value > 0","left determines | evaluate right"
"src/memory/config.ts","203","readPositiveNumber","short-circuit","typeof value === 'number' && Number.isFinite(value)","left determines | evaluate right"
"src/memory/config.ts","209","normalizeSections","ternary","Array.isArray(value)","true | false"
"src/memory/config.ts","212","normalizeSections","ternary","provided.length > 0","true | false"
"src/memory/config.ts","213","normalizeSections","loop","DEFAULT_SECTIONS","each | empty/done"
"src/memory/config.ts","214","normalizeSections","if","sections.length >= 3","true | fallthrough"
"src/memory/config.ts","215","normalizeSections","if","!sections.includes(fallback)","true | fallthrough"
"src/memory/config.ts","217","normalizeSections","if","!sections.includes('Sessions')","true | fallthrough"
"src/memory/config.ts","222","isRecord","short-circuit","typeof value === 'object' && value !== null && !Array.isArray(value)","left determines | evaluate right"
"src/memory/config.ts","222","isRecord","short-circuit","typeof value === 'object' && value !== null","left determines | evaluate right"
"src/memory/domain/errors.ts","79","databaseBusyError","if","!cause || typeof cause !== 'object'","true | fallthrough"
"src/memory/domain/errors.ts","79","databaseBusyError","short-circuit","!cause || typeof cause !== 'object'","left determines | evaluate right"
"src/memory/domain/errors.ts","80","databaseBusyError","ternary","'code' in cause","true | false"
"src/memory/domain/errors.ts","81","databaseBusyError","ternary","code.includes('SQLITE_BUSY') || code.includes('SQLITE_LOCKED')","true | false"
"src/memory/domain/errors.ts","81","databaseBusyError","short-circuit","code.includes('SQLITE_BUSY') || code.includes('SQLITE_LOCKED')","left determines | evaluate right"
"src/memory/repository/consolidation-repository.ts","77","<callback>","if","existing","true | fallthrough"
"src/memory/repository/consolidation-repository.ts","79","<callback>","if","actualBoundary !== input.expectedBoundary","true | fallthrough"
"src/memory/repository/consolidation-repository.ts","99","<callback>","short-circuit","input.model ?? null","left determines | evaluate right"
"src/memory/repository/consolidation-repository.ts","108","<callback>","if","!inserted","true | fallthrough"
"src/memory/repository/consolidation-repository.ts","114","<callback>","ternary","cause instanceof ConsolidationConflictError","true | false"
"src/memory/repository/consolidation-repository.ts","116","<callback>","ternary","cause instanceof DecodeError","true | false"
"src/memory/repository/consolidation-repository.ts","118","<callback>","short-circuit","databaseBusyError('persist consolidation', cause) ?? new ConsolidationPersistenceError({ cause })","left determines | evaluate right"
"src/memory/repository/consolidation-repository.ts","149","<callback>","ternary","cause instanceof DecodeError","true | false"
"src/memory/repository/consolidation-repository.ts","151","<callback>","short-circuit","databaseBusyError('list consolidations', cause) ?? new ConsolidationPersistenceError({ cause })","left determines | evaluate right"
"src/memory/repository/consolidation-repository.ts","201","decodeRow","catch","cause","success | failure"
"src/memory/repository/journal-repository.ts","76","<callback>","short-circuit","databaseBusyError('read maximum journal sequence', cause) ?? new JournalAppendError({ cause })","left determines | evaluate right"
"src/memory/repository/journal-repository.ts","90","<callback>","short-circuit","databaseBusyError('append journal entry', cause) ?? new JournalAppendError({ cause })","left determines | evaluate right"
"src/memory/repository/journal-repository.ts","101","insertOrRead","short-circuit","input.id ?? crypto.randomUUID()","left determines | evaluate right"
"src/memory/repository/journal-repository.ts","102","insertOrRead","short-circuit","input.createdAt ?? new Date().toISOString()","left determines | evaluate right"
"src/memory/repository/journal-repository.ts","104","<callback>","if","input.idempotencyKey","true | fallthrough"
"src/memory/repository/journal-repository.ts","106","<callback>","if","existing","true | fallthrough"
"src/memory/repository/journal-repository.ts","119","<callback>","short-circuit","input.source ?? null","left determines | evaluate right"
"src/memory/repository/journal-repository.ts","120","<callback>","short-circuit","input.sourceProjectId ?? null","left determines | evaluate right"
"src/memory/repository/journal-repository.ts","121","<callback>","short-circuit","input.sourceSessionId ?? null","left determines | evaluate right"
"src/memory/repository/journal-repository.ts","122","<callback>","short-circuit","input.idempotencyKey ?? null","left determines | evaluate right"
"src/memory/repository/journal-repository.ts","123","<callback>","short-circuit","input.metadata ?? {}","left determines | evaluate right"
"src/memory/repository/journal-repository.ts","124","<callback>","short-circuit","input.payloadVersion ?? 1","left determines | evaluate right"
"src/memory/repository/journal-repository.ts","155","<callback>","ternary","through === undefined","true | false"
"src/memory/repository/journal-repository.ts","169","<callback>","short-circuit","databaseBusyError('list journal entries', cause) ?? new JournalAppendError({ cause })","left determines | evaluate right"
"src/memory/repository/journal-repository.ts","190","<callback>","short-circuit","databaseBusyError('read consolidation boundary', cause) ?? new JournalAppendError({ cause })","left determines | evaluate right"
"src/memory/repository/recall-repository.ts","80","<callback>","ternary","row","true | false"
"src/memory/repository/recall-repository.ts","83","<callback>","short-circuit","databaseBusyError('read recall source', cause) ?? new RecallSourceError({ cause })","left determines | evaluate right"
"src/memory/repository/recall-repository.ts","122","<callback>","short-circuit","existing?.first_ingested_at ?? value.source.firstIngestedAt","left determines | evaluate right"
"src/memory/repository/recall-repository.ts","133","<callback>","loop","value.messages","each | empty/done"
"src/memory/repository/recall-repository.ts","162","<callback>","short-circuit","databaseBusyError('persist recall import', cause) ?? new RecallIngestionError({ cause })","left determines | evaluate right"
"src/memory/repository/recall-repository.ts","192","<callback>","short-circuit","databaseBusyError('search recall evidence', cause) ?? new RecallSourceError({ cause })","left determines | evaluate right"
"src/sdk/graph.ts","12","list_all_tasks","loop","cursor","iterate | exit"
"src/sdk/graph.ts","25","collect_descendants","loop","tasks","each | empty/done"
"src/sdk/graph.ts","26","collect_descendants","if","!task.parentId","true | fallthrough"
"src/sdk/graph.ts","27","collect_descendants","short-circuit","byParent.get(task.parentId) ?? []","left determines | evaluate right"
"src/sdk/graph.ts","33","collect_descendants","short-circuit","byParent.get(parentId) ?? []","left determines | evaluate right"
"src/sdk/graph.ts","34","collect_descendants","loop","queue.length > 0","iterate | exit"
"src/sdk/graph.ts","36","collect_descendants","if","!current","true | fallthrough"
"src/sdk/graph.ts","39","collect_descendants","if","children","true | fallthrough"
"src/sdk/graph.ts","48","collect_ancestors","loop","current?.parentId","iterate | exit"
"src/sdk/graph.ts","60","query_task_graph","if","query === 'children'","true | fallthrough"
"src/sdk/graph.ts","69","query_task_graph","if","query === 'ancestors'","true | fallthrough"
"src/sdk/index.ts","63","<callback>","short-circuit","finalStatus.pluginDirExists && finalStatus.dbFileExists","left determines | evaluate right"
"src/sdk/index.ts","71","<callback>","short-circuit","options.includeDeleted === true || options.status === 'deleted'","left determines | evaluate right"
"src/sdk/index.ts","89","<callback>","ternary","task","true | false"
"src/sdk/index.ts","126","<callback>","if","nextStatus === 'deleted'","true | fallthrough"
"src/sdk/index.ts","133","<callback>","if","!task","true | fallthrough"
"src/sdk/index.ts","141","<callback>","ternary","nextStatus === 'completed'","true | false"
"src/sdk/index.ts","162","<callback>","short-circuit","step.summary ?? undefined","left determines | evaluate right"
"src/sdk/index.ts","163","<callback>","short-circuit","step.notes ?? undefined","left determines | evaluate right"
"src/sdk/index.ts","177","<callback>","if","!Number.isFinite(parsedStepId)","true | fallthrough"
"src/sdk/index.ts","186","<callback>","short-circuit","input.summary ?? undefined","left determines | evaluate right"
"src/sdk/index.ts","188","<callback>","short-circuit","input.notes ?? undefined","left determines | evaluate right"
"src/sdk/index.ts","196","<callback>","ternary","input.stepId","true | false"
"src/sdk/index.ts","197","<callback>","if","input.stepId && !Number.isFinite(stepId)","true | fallthrough"
"src/sdk/index.ts","197","<callback>","short-circuit","input.stepId && !Number.isFinite(stepId)","left determines | evaluate right"
"src/sdk/index.ts","213","<callback>","if","input.kind === 'discovery'","true | fallthrough"
"src/sdk/index.ts","225","<callback>","short-circuit","input.rationale ?? undefined","left determines | evaluate right"
"src/task/collection-patch.ts","5","normalize_id","ternary","typeof id === 'string'","true | false"
"src/task/collection-patch.ts","6","normalize_id","if","!Number.isFinite(value)","true | fallthrough"
"src/task/collection-patch.ts","28","patch_collection","if","!patch","true | fallthrough"
"src/task/collection-patch.ts","32","patch_collection","if","patch.delete && patch.delete.length > 0","true | fallthrough"
"src/task/collection-patch.ts","32","patch_collection","short-circuit","patch.delete && patch.delete.length > 0","left determines | evaluate right"
"src/task/collection-patch.ts","36","patch_collection","loop","deleteIds","each | empty/done"
"src/task/collection-patch.ts","38","patch_collection","if","!exists","true | fallthrough"
"src/task/collection-patch.ts","48","patch_collection","loop","deleteIds","each | empty/done"
"src/task/collection-patch.ts","53","patch_collection","if","patch.update && patch.update.length > 0","true | fallthrough"
"src/task/collection-patch.ts","53","patch_collection","short-circuit","patch.update && patch.update.length > 0","left determines | evaluate right"
"src/task/collection-patch.ts","54","patch_collection","loop","patch.update","each | empty/done"
"src/task/collection-patch.ts","57","patch_collection","if","index === -1","true | fallthrough"
"src/task/collection-patch.ts","64","patch_collection","if","!current","true | fallthrough"
"src/task/collection-patch.ts","74","patch_collection","if","patch.add && patch.add.length > 0","true | fallthrough"
"src/task/collection-patch.ts","74","patch_collection","short-circuit","patch.add && patch.add.length > 0","left determines | evaluate right"
"src/task/notes.repository.ts","23","add_discovery","short-circuit","input.source ?? 'system'","left determines | evaluate right"
"src/task/notes.repository.ts","24","add_discovery","short-circuit","input.impact ?? null","left determines | evaluate right"
"src/task/notes.repository.ts","52","add_decision","short-circuit","input.rationale ?? null","left determines | evaluate right"
"src/task/notes.repository.ts","53","add_decision","short-circuit","input.source ?? 'system'","left determines | evaluate right"
"src/task/notes.repository.ts","54","add_decision","short-circuit","input.impact ?? null","left determines | evaluate right"
"src/task/steps.repository.ts","27","<callback>","short-circuit","s.description ?? s.details ?? ''","left determines | evaluate right"
"src/task/steps.repository.ts","27","<callback>","short-circuit","s.description ?? s.details","left determines | evaluate right"
"src/task/steps.repository.ts","28","<callback>","short-circuit","s.position ?? 0","left determines | evaluate right"
"src/task/steps.repository.ts","31","<callback>","short-circuit","s.status ?? 'pending'","left determines | evaluate right"
"src/task/steps.repository.ts","32","<callback>","short-circuit","s.notes ?? null","left determines | evaluate right"
"src/task/steps.repository.ts","38","add_steps","if","currentStep === null && allSteps.length > 0","true | fallthrough"
"src/task/steps.repository.ts","38","add_steps","short-circuit","currentStep === null && allSteps.length > 0","left determines | evaluate right"
"src/task/steps.repository.ts","40","add_steps","short-circuit","firstPending?.id ?? null","left determines | evaluate right"
"src/task/steps.repository.ts","62","complete_step","short-circuit","input.step_id ?? task.current_step","left determines | evaluate right"
"src/task/steps.repository.ts","63","complete_step","if","stepId === null","true | fallthrough"
"src/task/steps.repository.ts","72","complete_step","if","stepIndex === -1","true | fallthrough"
"src/task/steps.repository.ts","77","complete_step","if","existingStep.status === 'completed'","true | fallthrough"
"src/task/steps.repository.ts","88","complete_step","short-circuit","existingStep.description ?? existingStep.details ?? ''","left determines | evaluate right"
"src/task/steps.repository.ts","88","complete_step","short-circuit","existingStep.description ?? existingStep.details","left determines | evaluate right"
"src/task/steps.repository.ts","89","complete_step","short-circuit","existingStep.position ?? 0","left determines | evaluate right"
"src/task/steps.repository.ts","93","complete_step","short-circuit","input.notes ?? existingStep.notes","left determines | evaluate right"
"src/task/steps.repository.ts","97","complete_step","loop","updatedSteps","each | empty/done"
"src/task/steps.repository.ts","98","complete_step","if","step.status === 'pending'","true | fallthrough"
"src/task/steps.repository.ts","124","update_step","if","stepIndex === -1","true | fallthrough"
"src/task/steps.repository.ts","134","update_step","ternary","input.description !== undefined","true | false"
"src/task/steps.repository.ts","136","update_step","ternary","input.details !== undefined","true | false"
"src/task/steps.repository.ts","138","update_step","short-circuit","existingStep.description ?? existingStep.details ?? ''","left determines | evaluate right"
"src/task/steps.repository.ts","138","update_step","short-circuit","existingStep.description ?? existingStep.details","left determines | evaluate right"
"src/task/steps.repository.ts","140","update_step","ternary","input.details !== undefined","true | false"
"src/task/steps.repository.ts","144","update_step","short-circuit","input.title ?? existingStep.title","left determines | evaluate right"
"src/task/steps.repository.ts","147","update_step","ternary","input.position !== undefined","true | false"
"src/task/steps.repository.ts","148","update_step","short-circuit","input.summary ?? existingStep.summary","left determines | evaluate right"
"src/task/steps.repository.ts","150","update_step","short-circuit","input.status ?? existingStep.status","left determines | evaluate right"
"src/task/steps.repository.ts","151","update_step","ternary","input.notes !== undefined","true | false"
"src/task/steps.repository.ts","168","requireStep","if","!step","true | fallthrough"
"src/task/tasks.repository.list.ts","37","decode_cursor","if","!cursor","true | fallthrough"
"src/task/tasks.repository.list.ts","45","decode_cursor","if","parsed.sortValue === undefined || parsed.id === undefined","true | fallthrough"
"src/task/tasks.repository.list.ts","45","decode_cursor","short-circuit","parsed.sortValue === undefined || parsed.id === undefined","left determines | evaluate right"
"src/task/tasks.repository.list.ts","46","decode_cursor","if","typeof parsed.id !== 'string' || parsed.id.length === 0","true | fallthrough"
"src/task/tasks.repository.list.ts","46","decode_cursor","short-circuit","typeof parsed.id !== 'string' || parsed.id.length === 0","left determines | evaluate right"
"src/task/tasks.repository.list.ts","52","decode_cursor","catch","cause","success | failure"
"src/task/tasks.repository.list.ts","60","build_list_where","short-circuit","filters.includeDeleted === true || filters.status === 'deleted'","left determines | evaluate right"
"src/task/tasks.repository.list.ts","62","build_list_where","if","!includeDeleted","true | fallthrough"
"src/task/tasks.repository.list.ts","66","build_list_where","if","!filters.status","true | false"
"src/task/tasks.repository.list.ts","73","build_list_where","if","filters.type","true | fallthrough"
"src/task/tasks.repository.list.ts","77","build_list_where","if","filters.parent_id !== undefined","true | fallthrough"
"src/task/tasks.repository.list.ts","79","build_list_where","ternary","filters.parent_id === null","true | false"
"src/task/tasks.repository.list.ts","98","resolve_list_sort","short-circuit","filters.sort ?? 'priority'","left determines | evaluate right"
"src/task/tasks.repository.list.ts","100","resolve_list_sort","ternary","sortKey === 'priority'","true | false"
"src/task/tasks.repository.list.ts","102","resolve_list_sort","ternary","sortKey === 'updatedAt'","true | false"
"src/task/tasks.repository.list.ts","109","resolve_list_sort","ternary","filters.order === 'desc'","true | false"
"src/task/tasks.repository.list.ts","110","resolve_list_sort","ternary","filters.limit && filters.limit > 0","true | false"
"src/task/tasks.repository.list.ts","110","resolve_list_sort","short-circuit","filters.limit && filters.limit > 0","left determines | evaluate right"
"src/task/tasks.repository.list.ts","125","append_cursor_where","ternary","sortOrder === 'desc'","true | false"
"src/task/tasks.repository.list.ts","126","append_cursor_where","if","sortKey !== 'priority'","true | fallthrough"
"src/task/tasks.repository.list.ts","133","append_cursor_where","if","cursor.secondarySortValue !== undefined","true | fallthrough"
"src/task/tasks.repository.list.ts","155","build_next_cursor","ternary","sortKey === 'priority'","true | false"
"src/task/tasks.repository.list.ts","157","build_next_cursor","ternary","sortKey === 'updatedAt'","true | false"
"src/task/tasks.repository.list.ts","164","build_next_cursor","ternary","sortKey === 'priority'","true | false"
"src/task/tasks.repository.list.ts","176","list_tasks","if","cursor","true | fallthrough"
"src/task/tasks.repository.list.ts","180","list_tasks","ternary","sortOrder === 'desc'","true | false"
"src/task/tasks.repository.list.ts","183","list_tasks","ternary","where.length > 0","true | false"
"src/task/tasks.repository.list.ts","185","list_tasks","ternary","sortKey === 'priority'","true | false"
"src/task/tasks.repository.list.ts","195","list_tasks","ternary","hasMore","true | false"
"src/task/tasks.repository.list.ts","198","list_tasks","if","!hasMore","true | fallthrough"
"src/task/tasks.repository.list.ts","203","list_tasks","ternary","last","true | false"
"src/task/tasks.repository.list.ts","219","list_tasks_by_statuses","if","filters.statuses.length > 0","true | fallthrough"
"src/task/tasks.repository.list.ts","223","list_tasks_by_statuses","if","filters.parent_id !== undefined","true | fallthrough"
"src/task/tasks.repository.list.ts","224","list_tasks_by_statuses","if","filters.parent_id === null","true | false"
"src/task/tasks.repository.ts","30","task_exists","short-circuit","row?.count ?? 0","left determines | evaluate right"
"src/task/tasks.repository.ts","38","require_task","if","!task","true | fallthrough"
"src/task/tasks.repository.ts","49","validate_blockers","if","blockers.length === 0","true | fallthrough"
"src/task/tasks.repository.ts","65","validate_parent_exists","if","!parent_id","true | fallthrough"
"src/task/tasks.repository.ts","67","validate_parent_exists","if","!parentExists","true | fallthrough"
"src/task/tasks.repository.ts","78","has_open_blockers","if","task.blocked_by.length === 0","true | fallthrough"
"src/task/tasks.repository.ts","96","create_task","ternary","input.status === 'completed'","true | false"
"src/task/tasks.repository.ts","97","create_task","short-circuit","input.blocked_by ?? []","left determines | evaluate right"
"src/task/tasks.repository.ts","104","create_task","if","missingBlockers.length > 0","true | fallthrough"
"src/task/tasks.repository.ts","118","create_task","short-circuit","input.status ?? 'open'","left determines | evaluate right"
"src/task/tasks.repository.ts","120","create_task","short-circuit","input.intent ?? null","left determines | evaluate right"
"src/task/tasks.repository.ts","121","create_task","short-circuit","input.description ?? null","left determines | evaluate right"
"src/task/tasks.repository.ts","122","create_task","short-circuit","input.plan ?? null","left determines | evaluate right"
"src/task/tasks.repository.ts","129","create_task","short-circuit","input.parent_id ?? null","left determines | evaluate right"
"src/task/tasks.repository.ts","137","create_task","if","!row","true | fallthrough"
"src/task/tasks.repository.ts","153","ensure_task","if","!task","true | fallthrough"
"src/task/tasks.repository.ts","159","update_task","if","input.parent_id !== undefined","true | fallthrough"
"src/task/tasks.repository.ts","163","update_task","if","input.blocked_by !== undefined","true | fallthrough"
"src/task/tasks.repository.ts","164","update_task","short-circuit","input.blocked_by ?? []","left determines | evaluate right"
"src/task/tasks.repository.ts","165","update_task","short-circuit","input.blocked_by ?? []","left determines | evaluate right"
"src/task/tasks.repository.ts","166","update_task","if","missingBlockers.length > 0","true | fallthrough"
"src/task/tasks.repository.ts","177","update_task","if","input.steps","true | fallthrough"
"src/task/tasks.repository.ts","184","update_task","if","input.discoveries","true | fallthrough"
"src/task/tasks.repository.ts","192","update_task","if","input.decisions","true | fallthrough"
"src/task/tasks.repository.ts","197","update_task","if","Object.keys(updates).length === 0","true | fallthrough"
"src/task/tasks.repository.ts","206","update_task","if","!row","true | fallthrough"
"src/task/tasks.repository.ts","218","get_task","ternary","row","true | false"
"src/task/tasks.repository.ts","232","delete_task","if","!row","true | fallthrough"
"src/task/tasks.repository.ts","244","complete_task","if","openBlockers.length > 0","true | fallthrough"
"src/task/util.ts","14","dir_exists","catch","cause","success | failure"
"src/task/util.ts","23","file_exists","catch","cause","success | failure"
"src/task/util.ts","47","init_project","if","!(await dir_exists(continuumDir(directory)))","true | fallthrough"
"src/workspace/resolve.ts","29","resolveWorkspaceContext","short-circuit","options.startDir ?? process.cwd()","left determines | evaluate right"
"src/workspace/resolve.ts","30","resolveWorkspaceContext","ternary","options.cwd","true | false"
"src/workspace/resolve.ts","33","resolveWorkspaceContext","short-circuit","requestedCwd ?? invocationCwd","left determines | evaluate right"
"src/workspace/resolve.ts","58","resolveFrom","if","isAbsolute(value)","true | fallthrough"
"src/workspace/resolve.ts","67","findWorkspaceRoot","loop","true","iterate | exit"
"src/workspace/resolve.ts","68","findWorkspaceRoot","if","isWorkspaceRoot(current)","true | fallthrough"
"src/workspace/resolve.ts","72","findWorkspaceRoot","if","parent === current","true | fallthrough"
"src/workspace/resolve.ts","81","isWorkspaceRoot","short-circuit","hasDirectory(join(directory, CONTINUUM_DIR_NAME)) || hasGitMarker(directory)","left determines | evaluate right"
"src/workspace/resolve.ts","87","hasGitMarker","if","!existsSync(gitPath)","true | fallthrough"
"src/workspace/resolve.ts","96","hasDirectory","catch","cause","success | failure"
"src/workspace/resolve.ts","104","resolveDefaultOpencodeDbPath","short-circuit","dataHome ?? join(homedir(), '.local', 'share')","left determines | evaluate right"
